ID;Organisme;Titre;Lieu;Type_contrat;Debut_emploi;Limite_date_cv;Date_depot_offre;Synthese;URL_offre
Chambre_Agriculture_Un(e)_Conseiller(ère)_en_agronomie_et_productions_végétales_annuelles;Chambre Agriculture;Un(e) Conseiller(ère) en agronomie et productions végétales annuelles;Chambre d'agriculture de la Côte-d'Or;CDI;15/01/2022;; 12 décembre 2021;MissionsLe cadre d'intervention, les missions, les enjeux : Au sein du pôle Productions Végétales Annuelles, vous aurez à : Assurer le conseil agronomique, technico-économique en productions végétales. Assurer l'animation de Groupes de Développement Agricole et de GIEE. Accompagner les agriculteurs dans la conduite et l'évolution de leurs systèmes d'exploitation. Accompagner les agriculteurs par du conseil collectif et individuel et des interventions en formation. Rédiger des informations techniques (bulletins hebdomadaires, guides cultures, articles …). Conseiller, guider et accompagner le chef d'entreprise dans ses choix stratégiques. Contribuer au développement de l'activité agricole de la Chambre d'Agriculture : écoute et analyse de besoins, développement d'expertises spécifiques, organisation d'évènementiels. Les missions confiées impliquent des déplacements professionnels principalement sur le département mais également en région Bourgogne Franche-Comté. La détention du Permis B est indispensable.;https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-conseillerere-en-agronomie-et-productions-vegetales-annuelles-1/
Chambre_Agriculture_Un(e)_Conseiller(ère)_Technique_Productions_Végétales_Annuelles_:_conseil_&_support;Chambre Agriculture;Un(e) Conseiller(ère) Technique Productions Végétales Annuelles : conseil & support;Chambre d'agriculture de la Côte-d'Or;CDI;15/01/2022;; 12 décembre 2021;Missions Au sein du pôle Productions Végétales Annuelles, vous aurez deux missions distinctes :Conseil individuel ou collectif - Responsable des formations PVA sur le département Assurer le pilotage et l'organisation des formations Productions Végétales sur le département :        - Communiquer et gérer l'offre de formations du service,        - Montage des formations, rédaction des scénarii pédagogiques. Accompagner les conseillers Agronomie Productions Végétales lors des réunions au champ et en salle (remontée des besoins). Relais de la communication du service Productions Végétales. Préparation, réalisation d'audits Conseil Stratégique Phyto.Assistance administrative et appui technique des conseillers de l'antenne de Chatillon s/Seine : Accueil physique et téléphonique pour l'antenne de Chatillon s/Seine. Secrétariat : gestion des courriers, organisation des réunions internes et des GEDA / CETA. Assistance Technique :            -  Appui expérimentation grandes cultures conventionnelles et Bio,            - Concours Général Agricole : appui à l'organisation du concours des vins,            - Suivi de réseau de parcelles (AVERT, BSV). Assistance administrative du Pôle.;https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-conseillerere-technique-productions-vegetales-annuelles-conseil-support-1/
"Chambre_Agriculture_Un(e)_Responsable_Formation_""Entreprise_et_Diversification""";Chambre Agriculture;"Un(e) Responsable Formation ""Entreprise et Diversification""";Chambre d'agriculture de la Côte-d'Or;CDI;15/01/2022;; 12 décembre 2021;Missions Assurer la responsabilité de l'activité formation sur les thématiques « Entreprise » et « Diversification » : Ecoute et analyse des besoins Appui pédagogique aux conseillers spécialisés dans la conception de formations Rédaction de scénarii pédagogiques Recherche d'intervenants Prospection pour impulser les inscriptions Animation de formation Veille pédagogique, financière et innovation Assurer la réalisation de Plans de professionnalisation personnalisés pour les futurs agriculteurs : Réalisation d'entretiens individuels Analyse des compétences nécessaires à la réussite du projet Rédaction d'un plan de formation personnalisé et suivi de sa réalisation;https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-responsable-formation-entreprise-et-diversification-1/
Chambre_Agriculture_Stagiaire_expérimentation_en_culture_de_fraises_H/F;Chambre Agriculture;Stagiaire expérimentation en culture de fraises H/F;Chambre d'agriculture de Loir-et-Cher;Stage;mars 2022;; 09 décembre 2021;Missions Le stagiaire aura pour mission première la mise en place et le suivi d'expérimentation: plan d'essais, piquetage, notations, suivi des populations de ravageurs et d'auxiliaires, apport d'auxiliaires, saisie des données et interprétation des résultats notamment sur le projet Fragasyst, en culture de fraises. Plus ponctuellement, le stagiaire pourra être amené à participer aux récoltes et/ou à l'agréage. Le candidat intégré à l'équipe de conseillers et techniciens de la Chambre d'Agriculture de Loir-et-Cher pourra participer à l'ensemble du programme d'expérimentation légumière. Cette diversité d'actions lui permettra d'élargir ses champs de compétence et découvrir les métiers du conseil. Pour le guider dans ces tâches, l'étudiant sera accompagné par l'équipe de conseillers du Pôle Légumes et ponctuellement par les Conseillers  d'Entreprise.  ;https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/stagiaire-experimentation-en-culture-de-fraises-hf-1/
Chambre_Agriculture_Un(e)_chargé(e)_d'études_Protection_de_la_ressource_en_eau_-_Captage;Chambre Agriculture;Un(e) chargé(e) d'études Protection de la ressource en eau - Captage;Chambre d'agriculture de région Ile-de-France;CDI;Dès que possible;; 09 décembre 2021;Missions Dans le cadre de l'animation des plans d'actions sur les AAC, participer à la réalisation des missions suivantes : Coordonner les différents acteurs impliqués dans la mise en œuvre des actions agricoles : conseillers techniques, agriculteurs, partenaires techniques et financiers. Organiser des réunions de pilotage avec les partenaires techniques et financiers Encourager les pratiques agricoles permettant de réduire l'impact sur la qualité de l'eau Organiser l'accompagnement technique collectif et individuel des exploitants agricoles : formations, démonstrations, conseils, journées techniques… Travailler en binôme avec le conseiller technique du secteur du service Agronomie de la Chambre d'agriculture, Réaliser des diagnostics agro-environnementaux d'exploitations Analyser les pratiques agricoles au regard des enjeux de protection de la ressource en eau Rédiger les rapports de bilan annuel des plans d'actions Suivre les procédures de DUP des captages d'eau potable Participer à la diffusion du Conseil Environnemental (messagerie, conseil téléphonique, réunions agriculteurs,….);https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-chargee-detudes-protection-de-la-ressource-en-eau-captage-1/
Chambre_Agriculture_Un(e)_ingénieur(e)_conseil_productions_végétales;Chambre Agriculture;Un(e) ingénieur(e) conseil productions végétales;Chambre d'agriculture de région Ile-de-France;CDI;Dès que possible;; 08 décembre 2021;Missions Au sein d'une équipe d'ingénieurs et techniciens agricoles, orientée sur les productions végétales de grandes cultures, vous participerez à l'ensemble des missions requises par le conseil technico-économique et l'innovation auprès des agriculteurs sur des territoires à enjeux eau. Conseiller individuellement les agriculteurs Délivrer l'information technique en tenant compte du cadre réglementaire Communiquer, être force de proposition et d'innovation Analyser les systèmes de productions Conduire les expérimentations Elaborer des références Animer les réunions et groupes de travail Organiser des formations;https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-ingenieure-conseil-productions-vegetales-6/
Chambre_Agriculture_Un(e)_agent_de_pesée_-_Secrétaire_d'élevage;Chambre Agriculture;Un(e) agent de pesée - Secrétaire d'élevage;Chambre d'agriculture de région Ile-de-France;CDI;Janvier 2022;; 07 décembre 2021;"Missions Rattaché(e) au Service Elevage agissant sur l'Ile-de-France, vous aurez pour missions : Réaliser le contrôle de performances sur une tournée d'éleveurs répartis sur la région : mesure de la production de lait et prélèvement d'échantillons avec utilisation d'appareils électroniques, pesées d'animaux pour le suivi de croissance ; Préparer le contrôle de performances (liste de pesées, matériel…), Appliquer les protocoles conformément aux référentiels métiers, Enregistrer informatiquement les données collectées, Fournir avec fiabilité et précision tous les renseignements sur les animaux contrôlés ainsi que sur les échantillons de lait collectés, Fournir à l'éleveur et au conseiller les données collectées et résultats de contrôle de performances, Assurer la logistique de produits d'élevage.";https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-agent-de-pesee-secretaire-delevage-1/
Chambre_Agriculture_Un(e)_Assistant(e)_de_direction;Chambre Agriculture;Un(e) Assistant(e) de direction;Chambre régionale d'agriculture Normandie;CDI;dès que possible;; 13 décembre 2021;Missions Rattaché(e) hiérarchiquement au Service Ressources Humaines et fonctionnellement à la Direction des Fonctions Support, vous assurez les principales missions suivantes : • Gestion des agendas des deux directeurs et des échéances des directions, • Préparation des réunions (support de présentation, salle, communication, …), • Rédaction et élaboration de documents administratifs et comptes rendus, • Suivi des fournisseurs des directions Support et RH et enregistrement des factures sur les systèmes d'information ad-hoc, • Suivi des échéances internes et réglementaires des directions, • Mise à la signature des documents auprès des Directeurs & des Présidents, • Remplacements à l'accueil du siège de la CRAN, • Secrétariat documentaire (duplication de documents, archivage physique et numérique, ...), • Assistance au pilotage des demandes de recrutement, suivi des entrées & sorties, • Assister la Directrice des Fonctions Support et le Directeur des Ressources Humaines à la gestion de dossiers avec les partenaires extérieurs. En outre, selon votre profil et votre expérience, vous serez référent/e des bonnes pratiques administratives auprès du pool d'assistants des Chambres d'agriculture de Normandie.;https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-assistante-de-direction-40/
Chambre_Agriculture_Un(e)_stagiaire_au_sein_du_Pôle_Territoires_et_Environnement;Chambre Agriculture;Un(e) stagiaire au sein du Pôle Territoires et Environnement;Chambre régionale d'agriculture Normandie;Stage;Mars 2022;; 10 décembre 2021;Missions Après un accompagnement personnalisé pour faciliter votre prise de stage, les missions seront : d'étudier et approfondir les dispositions et attendus de la loi Climat et Résilience ayant un impact sur l'agriculture, de réaliser un bilan et une analyse de l'artificialisation des sols par l'agriculture (bâtiments et d'installations agricoles), d'identifier des pistes des perspectives (outils et freins) de prise en compte par la profession agricole, en particulier en ce qui concerne la reconversion, le recyclage, la renaturation de sites ayant perdu la vocation agricole ou en passe de la perdre, de travailler sur un plan de communication pour sensibiliser la profession agricole à l'enjeu de la sobriété foncière.;https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-stagiaire-au-sein-du-pole-territoires-et-environnement-1/
Chambre_Agriculture_Un(e)_Chef(fe)_de_Projet_de_Développement_Territorial;Chambre Agriculture;Un(e) Chef(fe) de Projet de Développement Territorial;Chambre régionale d'agriculture Normandie;CDI;dès que possible;; 08 décembre 2021;"Missions Sous la responsabilité hiérarchique de la responsable du service « Développement Territorial », en collaboration avec le responsable de l'antenne et en lien avec nos experts, vous serez chargé(e) de nouer des relations durables et partenariales avec les collectivités de l'antenne de Fauville-en-Caux et de faire émerger et accompagner des dynamiques agricoles locales. Après  une formation à nos produits et services et un accompagnement personnalisé pour faciliter la prise de fonctions, vous aurez pour missions de : Etre en veille et en écoute des problématiques et enjeux du territoire, participer au suivi des démarches engagées par les collectivités ; Faire émerger des projets et formuler des propositions d'accompagnement en lien avec les conseillers experts sur les thématiques concernées ; Rechercher des financements, vendre les expertises de la Chambre d'agriculture, formaliser les contrats ; Assurer le pilotage des projets engagés (relais avec les conseillers intervenants, suivi de l'avancement, relations avec le client…) : Sensibiliser et former les élus de la Chambre d'agriculture aux enjeux territoriaux, favoriser leur implication pour jouer le rôle d'ambassadeur auprès des collectivités. Une mission technique complémentaire vous sera également confiée au sein du service « Aménagement Urbanisme » pour assurer plus spécifiquement le suivi des documents d'urbanisme en cours, formuler des avis sur les demandes d'autorisation d'urbanisme (permis de construire, certificats d'urbanisme, déclarations préalables), contribuer à la réalisation d'études agricoles dans le cadre de prestations avec les collectivités (sur la Seine-Maritime voire sur la région Normandie), animer des réunions d'information et concertation auprès des agriculteurs et des élus";https://chambres-agriculture.fr/chambres-dagriculture/nous-rejoindre/offres-demploi/offre-demploi-detaillee/fiche/une-cheffe-de-projet-de-developpement-territorial-9/
