ID;Organisme;Titre;Lieu;Type_contrat;Debut_emploi;Limite_date_cv;Date_depot_offre;Synthese;URL_offre
ECOCERT_FORMATEUR.RICE_COORDINATEUR.RICE_TECHNIQUE_F/H;ECOCERT;FORMATEUR.RICE COORDINATEUR.RICE TECHNIQUE F/H; 32 Gers;CDI;;;Publiée le 29-10-2021;Vous souhaitez travailler pour une entreprise engagée et porteuse de sens Le Groupe ECOCERT accompagne depuis près de 30 ans de nombreux acteurs dans le déploiement et la valorisation de pratiques durables à travers la certification, le conseil et la formation.En nous rejoignant, vous participerez activement à la protection de l'Homme et de son environnement et vous entrerez dans une entreprise jeune, internationale tout en restant à taille humaine, dont la culture informelle privilégie les relations humaines et qui, par la diversité de ses clients, vous offre de nombreuses opportunités de vous développer.Ecocert France, filiale dédiée à l'activité de certification en agriculture biologique en France, recherche un.e Formateur.rice Coordinateur.rice technique.Compte tenu de la spécificité de notre métier, vous bénéficierez d'une solide formation initiale centrée à la fois sur la réglementation et sur les pratiques d'audit et de certification.Intégré.e à notre équipe dédiée à la formation et au support technique de nos collaborateur.rice.s en interne, votre activité s'articulera autour de deux missions principales.Vos missions en tant que formateur.rice - Conduire et animer les formations internes en présentiel et à distance - Planifier, préparer et adapter les programmes de formation interne (contenus pédagogiques et déroulement) pour tous les métiers du service certification (assistant.e.s, technicien.ne.s, ...) que ce soit pour la formation initiale ou continue - Réaliser des formations ponctuelles pour des demandes internes (SRC, éval) - Concevoir des exercices, des mises en situation, des documents de synthèse et des manipulations informatiques qui constituent autant d'outils pédagogiques aptes à transmettre des savoirs et des pratiques, toujours dans le souci d'adaptation au public et à l'objectif de la formation- Elaborer et organiser la mise en place de tests de connaissance et de moyens de vérification de l'atteinte des objectifs pédagogiques - Assurer le suivi du bon déroulement des plannings de formation du service - Assurer le suivi de la validation des acquis en fin de qualification - Evaluer les résultats obtenus à l'issu de la formation pour établir un bilan et en tirer les leçons - Faire des propositions concrètes et apporter des solutions efficaces pour faire progresser les collaborateurs - Etre le premier appui/référent technique des juniors en formation.Vos missions en tant que chargé.e de mission - Coordonner les actions des formateurs spécialisés - Coordonner les actions et interventions des tuteurs formateurs - Participer à l'élaboration de programmes et cahiers de charges des formations demandées en externe - Réaliser et supervise la qualification des collaborateurs en formation - Participer aux projets d'amélioration continue sur les métiers de la certification et la formation interne - Organiser et participer à la mise à jour, diffusion et archivage de tous supports de formation du service.;https://emploi.apecita.com/144787_offre-emploi-formateurrice-coordinateurrice-technique-fh.html
APECITA_RESPONSABLE_QUALITÉ_-_DÉVELOPPEMENT_PRODUITS_SURGELES_F/H;APECITA;RESPONSABLE QUALITÉ - DÉVELOPPEMENT PRODUITS SURGELES F/H; 78 Yvelines;CDD;;;Publiée le 29-10-2021;Soc import-distrib pdts traiteur mer, 60 fournisseurs, nouvelle activité surgelé.Missions-Garant de la sécurité des denrées alim, respect réglementation & étiquetage.-Audit usine-Garant de la compréhension exigences clients et application usine-Réclamations client-Participation au réf & suivi fournisseurs, à l'assurance qualité objectif certification IFS Broker.;https://emploi.apecita.com/144614_offre-emploi-responsable-qualite-developpement-produits-surgeles-fh.html
APECITA_INGÉNIEUR_BIOPROCÉDÉS_F/H;APECITA;INGÉNIEUR BIOPROCÉDÉS F/H; 74 HauteSavoie;CDD;;;Publiée le 29-10-2021;SOciété qui commercialise des produits de biocontrôle à destination du jardinier amateur et développe actuellement un système de production d'organismes en fermenteur industriel.En collaboration avec BioFactory, plateforme de bioproduction et biotechnologie de CPE Lyon, la mission est de réaliser un scale-up et le transfert de technologie entre la plateforme BioFactory et la société.;https://emploi.apecita.com/144791_offre-emploi-ingenieur-bioprocedes-fh.html
APECITA_INGÉNIEUR_D’ÉTUDE/_RECHERCHE_F/H;APECITA;INGÉNIEUR D’ÉTUDE/ RECHERCHE F/H; 49 MaineetLoire;CDD;;;Publiée le 29-10-2021;Étude de l'effet d'extraits de plantes sur les animaux de laboratoire et de compagnie  mise en place d'expériences (bibliographie, validation et exécution du protocole), collecte et analyse des données et valorisation (publication).;https://emploi.apecita.com/144646_offre-emploi-ingenieur-detude-recherche-fh.html
SGS_MANAGEMENT_SERVICES_TECHNICIEN_EN_EXPÉRIMENTATION_F/H;SGS MANAGEMENT SERVICES;TECHNICIEN EN EXPÉRIMENTATION F/H; 49 MaineetLoire;CDI;;;Publiée le 29-10-2021;Description de l'entrepriseSGS est le leader mondial de l'inspection, du contrôle, de l'analyse et de la certification. Reconnue comme la référence mondiale en termes de qualité et d'intégrité, SGS emploie 90 000 collaborateurs, et exploite un réseau de plus de 1 800 bureaux et laboratoires à travers le monde.SGS renforce son équipe sur les unités d'expérimentation qui sont implantées dans les région de productions végétales du Nord-Est et Sud-Ouest, et réalisent des essais BPE (homologation, R&D, démonstration) et BPL.Description du posteNous recherchons 2 expérimentateurs essais en champs F/H en CDI à ANGERS (49) et TONNEINS (47)Vos principales missions seront - Assurer la mise en place et le suivi d'un programme d'essais BPE & BPL - Recherche de sites,- Implantation des essais sur le terrain,- Réalisation des applications et des observations,- Enregistrement des données d'essai,- Validation, transmission et exploitation des données.Formations et habilitations internes prévues.;https://emploi.apecita.com/144727_offre-emploi-technicien-en-experimentation-fh.html
SGS_MANAGEMENT_SERVICES_DIRECTEUR_D'ÉTUDES_EN_EXPÉRIMENTATION_AGRONOMIQUE_F/H;SGS MANAGEMENT SERVICES;DIRECTEUR D'ÉTUDES EN EXPÉRIMENTATION AGRONOMIQUE F/H; 94 ValdeMarne;CDD;;;Publiée le 29-10-2021;SGS est le leader mondial de l'inspection, du contrôle, de l'analyse et de la certification. Reconnue comme la référence mondiale en termes de qualité et d'intégrité, SGS emploie 97000 collaborateurs, et exploite un réseau de plus de 2600 bureaux et laboratoires à travers le monde.SGS France s'attache à porter haut les valeurs et l'offre du groupe. Avec 140 ans de développement, SGS France compte aujourd'hui 2900 personnes réparties dans 120 bureaux et centres de contrôle et 34 laboratoires.SGS - CROP SCIENCE est prestataire de service en expérimentation agronomique auniveau national et international. Notre mission est d'accompagner nos clients dans le développement de solutions pour l'agriculture (produits de protection des plantes, biocontrôle, biostimulants, nutrition et semences).Description du posteNous recrutons dans le cadre d'un CDD de 6 mois notre futur Directeur d'étude en Expérimentation Agronomique F/H.Au sein de l'équipe de Directeurs d'étude, vous aurez pour missions Prendre en charge le programmed'essais d'un ou plusieurs clientsCoordonnerla mise en place des essais avec l'équipe terrain d'expérimentateursÊtre responsable de la communication avec le client tout au long de la conduite de l'essaiRédiger des protocoles, analyse et synthèse des résultats, et rédiger des rapportsÊtre responsable de la qualité des données transmises, du respect des délais;https://emploi.apecita.com/144717_offre-emploi-directeur-detudes-en-experimentation-agronomique-fh.html
ARVALIS_INSTITUT_DU_VEGETAL_TECHNICIEN_D’EXPÉRIMENTATION_QUALITÉ_F/H;ARVALIS INSTITUT DU VEGETAL;TECHNICIEN D’EXPÉRIMENTATION QUALITÉ F/H; 91 Essonne;CDD;;;Publiée le 29-10-2021;Dans le cadre du renforcement de l'équipe actuelle pour faire face aux nouvelles orientations techniques confiées à l'Institut par les interprofessions pomme de terre des secteurs frais (CNIPT) et transformation (GIPT), un poste de technicien d'expérimentation au laboratoire et au champ est à pourvoir au sein de l'équipe de Boigneville du pôle Stockage et Valorisation de la Pomme de Terre.Vous contribuerez à la réalisation du programme d'études et d'expérimentation en grandes cultures de pomme de terre mis en place par l'équipe dont l'ambition est de développer et d'améliorer l'évaluation de la qualité des variétés de pommes de terre pour les différents types de valorisations.Rattaché(e) au responsable du laboratoire de la Halle Technologique Pomme De Terre et en relation avec les trois autres techniciennes de l'équipe et l'ensemble des collaborateurs du pôle, vos principales missions seront de Contribuer à la réalisation du programme d'analyses de la qualité des pommes de terre (pomme vapeur et frites) selon les modes opératoires et instructions en vigueurContribuer à la mise en place et à la conduite des expérimentations au champ (plantation, récolte, notations)Participer aux programmes de recherche développement qui visent à mettre en place et à développer des nouvelles méthodes d'analyse de la viscosité et de la teneur en protéines coagulables de la pomme de terre féculièreSaisir et analyser les données acquises dans le respect des délais en vérifiant leur cohérence. Participer à la rédaction des comptes rendus,Participer à la gestion des locaux, du matériel et de l'ensemble des moyens nécessaires à l'activité de l'équipe. Dans cet esprit, proposer toutes adaptations, améliorations et évolutions nécessaires et réalistes,Contribuer à l'évolution de la documentation technique dans votre champ de responsabilité,Former des utilisateurs internes comme externes aux techniques dont il (elle) a la responsabilité.;https://emploi.apecita.com/144790_offre-emploi-technicien-dexperimentation-qualite-fh.html
ANTEDIS_TECHNICIEN_EN_EXPÉRIMENTATION_AGRONOMIQUE_SEMENCES_H/F;ANTEDIS;TECHNICIEN EN EXPÉRIMENTATION AGRONOMIQUE SEMENCES  H/F; 71 SaôneetLoire;CDI;;;Publiée le 29-10-2021;Vous souhaitez rejoindre une entreprise dynamique et en croissance, détenue à 100% par ses collaborateurs, ce poste est fait pour vous !ANTEDIS recrute un Technicien en Expérimentation Agronomique Semences H/F.En tant que représentant local d'ANTEDIS auprès de ses clients, vous aurez pour challenge de développer le service Semences.Pour cela, vous serez amené à mettre en place et suivre des essais Evaluation Variétale Grandes cultures  Recherche de sites et contact avec les agriculteurs Réalisation des notations dans le respect du protocole  Semis, suivi, entretien, récolte des essais  Conduite de machines Saisie et contrôle des résultats;https://emploi.apecita.com/144648_offre-emploi-technicien-en-experimentation-agronomique-semences-hf.html
VIVESCIA_COMPTABLE_AUXILIAIRE_P2P_et_O2C_-_H/F;VIVESCIA;COMPTABLE AUXILIAIRE P2P et O2C - H/F;FRANCE - REIMS (51);CDI;;;29/10/2021;Le Groupe VIVESCIA recherche un Comptable Auxiliaire - H/F;https://www.vivescia.com/nous-rejoindre/vivescia-services/comptable-auxiliaire-p2p-et-o2c-hf/france-reims-51/424559/SI
VIVESCIA_STAGE_ASSISTANT_PROJETS_RH_-_H/F;VIVESCIA;STAGE ASSISTANT PROJETS RH - H/F;FRANCE - REIMS (51);Stage;;;29/10/2021;Si vous souhaitez participer à nos projets RH  nous vous attendons : ;https://www.vivescia.com/nous-rejoindre/vivescia-services/stage-assistant-projets-rh-hf/france-reims-51/424487/SI
